0.0000 ,0.0000 ,0.0000
33.3333 ,0.0000 ,0.0000
66.6667 ,0.0000 ,0.0000
100.0000 ,0.0000 ,0.0000
133.3330 ,0.0000 ,0.0000
166.6670 ,0.0000 ,0.0000
200.0000 ,0.0000 ,0.0000
0.0000 ,25.0000 ,0.0000
33.3333 ,25.0000 ,0.0000
66.6667 ,25.0000 ,0.0000
100.0000 ,25.0000 ,0.0000
133.3330 ,25.0000 ,0.0000
166.6670 ,25.0000 ,0.0000
200.0000 ,25.0000 ,0.0000
0.0000 ,50.0000 ,0.0000
33.3333 ,50.0000 ,0.0000
66.6667 ,50.0000 ,0.0000
100.0000 ,50.0000 ,0.0000
133.3330 ,50.0000 ,0.0000
166.6670 ,50.0000 ,0.0000
200.0000 ,50.0000 ,0.0000
0.0000 ,75.0000 ,0.0000
33.3333 ,75.0000 ,0.0000
66.6667 ,75.0000 ,0.0000
100.0000 ,75.0000 ,0.0000
133.3330 ,75.0000 ,0.0000
166.6670 ,75.0000 ,0.0000
200.0000 ,75.0000 ,0.0000
0.0000 ,100.0000 ,0.0000
33.3333 ,100.0000 ,0.0000
66.6667 ,100.0000 ,0.0000
100.0000 ,100.0000 ,0.0000
133.3330 ,100.0000 ,0.0000
166.6670 ,100.0000 ,0.0000
200.0000 ,100.0000 ,0.0000
0.0000 ,125.0000 ,0.0000
33.3333 ,125.0000 ,0.0000
66.6667 ,125.0000 ,0.0000
100.0000 ,125.0000 ,0.0000
133.3330 ,125.0000 ,0.0000
166.6670 ,125.0000 ,0.0000
200.0000 ,125.0000 ,0.0000
0.0000 ,150.0000 ,0.0000
33.3333 ,150.0000 ,0.0000
66.6667 ,150.0000 ,0.0000
100.0000 ,150.0000 ,0.0000
133.3330 ,150.0000 ,0.0000
166.6670 ,150.0000 ,0.0000
200.0000 ,150.0000 ,0.0000
0.0000 ,175.0000 ,0.0000
33.3333 ,175.0000 ,0.0000
66.6667 ,175.0000 ,0.0000
100.0000 ,175.0000 ,0.0000
133.3330 ,175.0000 ,0.0000
166.6670 ,175.0000 ,0.0000
200.0000 ,175.0000 ,0.0000
0.0000 ,200.0000 ,0.0000
33.3333 ,200.0000 ,0.0000
66.6667 ,200.0000 ,0.0000
100.0000 ,200.0000 ,0.0000
133.3330 ,200.0000 ,0.0000
166.6670 ,200.0000 ,0.0000
200.0000 ,200.0000 ,0.0000
0.0000 ,225.0000 ,0.0000
33.3333 ,225.0000 ,0.0000
66.6667 ,225.0000 ,0.0000
100.0000 ,225.0000 ,0.0000
133.3330 ,225.0000 ,0.0000
166.6670 ,225.0000 ,0.0000
200.0000 ,225.0000 ,0.0000
0.0000 ,250.0000 ,0.0000
33.3333 ,250.0000 ,0.0000
66.6667 ,250.0000 ,0.0000
100.0000 ,250.0000 ,0.0000
133.3330 ,250.0000 ,0.0000
166.6670 ,250.0000 ,0.0000
200.0000 ,250.0000 ,0.0000
0.0000 ,275.0000 ,0.0000
33.3333 ,275.0000 ,0.0000
66.6667 ,275.0000 ,0.0000
100.0000 ,275.0000 ,0.0000
133.3330 ,275.0000 ,0.0000
166.6670 ,275.0000 ,0.0000
200.0000 ,275.0000 ,0.0000
0.0000 ,300.0000 ,0.0000
33.3333 ,300.0000 ,0.0000
66.6667 ,300.0000 ,0.0000
100.0000 ,300.0000 ,0.0000
133.3330 ,300.0000 ,0.0000
166.6670 ,300.0000 ,0.0000
200.0000 ,300.0000 ,0.0000
-1.9979 ,-2.1190 ,75.0500
32.1810 ,-2.4213 ,75.5524
66.1291 ,-2.5906 ,75.4745
100.0000 ,-2.6432 ,75.5238
133.8710 ,-2.5906 ,75.4745
167.8190 ,-2.4213 ,75.5524
201.9980 ,-2.1190 ,75.0500
-1.7599 ,23.5116 ,75.9961
32.3400 ,23.2480 ,76.5128
66.2067 ,23.1011 ,76.4994
100.0000 ,23.0532 ,76.5540
133.7930 ,23.1011 ,76.4994
167.6600 ,23.2480 ,76.5128
201.7600 ,23.5116 ,75.9961
-1.5110 ,48.9351 ,76.7187
32.4789 ,48.6752 ,77.1378
66.2767 ,48.5517 ,77.1340
100.0000 ,48.5062 ,77.1840
133.7230 ,48.5517 ,77.1340
167.5210 ,48.6752 ,77.1378
201.5110 ,48.9351 ,76.7187
-1.2393 ,74.2165 ,77.4161
32.6281 ,73.9486 ,77.7631
66.3432 ,73.8354 ,77.7584
100.0000 ,73.7968 ,77.8020
133.6570 ,73.8354 ,77.7584
167.3720 ,73.9486 ,77.7631
201.2390 ,74.2165 ,77.4161
-0.9534 ,99.4052 ,78.0663
32.7878 ,99.1318 ,78.3276
66.4149 ,99.0219 ,78.3249
100.0000 ,98.9868 ,78.3565
133.5850 ,99.0219 ,78.3249
167.2120 ,99.1318 ,78.3276
200.9530 ,99.4052 ,78.0663
-0.6593 ,124.5160 ,78.7049
32.9542 ,124.2390 ,78.8848
66.4908 ,124.1300 ,78.8818
100.0000 ,124.0960 ,78.9039
133.5090 ,124.1300 ,78.8818
167.0460 ,124.2390 ,78.8848
200.6590 ,124.5160 ,78.7049
-0.3613 ,149.5650 ,79.3295
33.1241 ,149.2870 ,79.4258
66.5690 ,149.1770 ,79.4237
100.0000 ,149.1440 ,79.4349
133.4310 ,149.1770 ,79.4237
166.8760 ,149.2870 ,79.4258
200.3610 ,149.5650 ,79.3295
-0.0631 ,174.5550 ,79.9502
33.2948 ,174.2790 ,79.9650
66.6478 ,174.1680 ,79.9628
100.0000 ,174.1360 ,79.9640
133.3520 ,174.1680 ,79.9628
166.7050 ,174.2790 ,79.9650
200.0630 ,174.5550 ,79.9502
0.2325 ,199.4890 ,80.5735
33.4636 ,199.2180 ,80.5093
66.7256 ,199.1060 ,80.5067
100.0000 ,199.0730 ,80.4982
133.2740 ,199.1060 ,80.5067
166.5360 ,199.2180 ,80.5093
199.7670 ,199.4890 ,80.5735
0.5216 ,224.3610 ,81.1996
33.6280 ,224.0960 ,81.0575
66.8008 ,223.9820 ,81.0540
100.0000 ,223.9480 ,81.0358
133.1990 ,223.9820 ,81.0540
166.3720 ,224.0960 ,81.0575
199.4780 ,224.3610 ,81.1996
0.8001 ,249.1610 ,81.8511
33.7849 ,248.9050 ,81.6403
66.8728 ,248.7850 ,81.6366
100.0000 ,248.7480 ,81.6108
133.1270 ,248.7850 ,81.6366
166.2150 ,248.9050 ,81.6403
199.2000 ,249.1610 ,81.8511
1.0586 ,273.8670 ,82.5098
33.9328 ,273.6120 ,82.2224
66.9454 ,273.4800 ,82.2219
100.0000 ,273.4430 ,82.1946
133.0550 ,273.4800 ,82.2219
166.0670 ,273.6120 ,82.2224
198.9410 ,273.8670 ,82.5098
1.3114 ,298.4380 ,83.2668
